商家名,商圈,类型,评分,城市,人均价格
香巴拉藏宴,武侯祠,西藏菜,7.099999999999999,成都,62
河湟小镇,桐梓林,西北民间菜,7.033333333333334,成都,0
倬瑪啦音乐空间,双楠,西藏菜,7.533333333333334,成都,0
喜玛拉雅音乐餐吧,双楠,西藏菜,7.566666666666666,成都,0
喜玛拉雅藏餐,武侯祠,西藏菜,7.133333333333333,成都,42
九号鹅馆,国色天乡,湖北菜,6.7,成都,0
小醉滋味,高新区,鲁菜,7.533333333333334,成都,123
蒙古牛大骨,驷马桥/动物园,内蒙菜,7.266666666666667,成都,0
粗茶淡饭,九眼桥,湖北菜,6.966666666666666,成都,0
博扎仓藏餐,武侯祠,西藏菜,7.099999999999999,成都,0
闽南家常菜,茶店子,福建菜,7.0,成都,0
特色烧菜馆,十陵镇,江西菜,6.966666666666666,成都,0
黔食萃特色食品,万年场/万象城,贵州菜|黔菜,6.8,成都,0
滕王阁江西会馆,蜀汉路,江西菜,6.966666666666666,成都,0
加纳阳光·青海人家,珠江国际,西北民间菜,7.099999999999999,成都,0
西安面食,红星路,西北民间菜,7.3,成都,15
金山瓦罐煨汤,朝阳中路,江西菜,7.0,成都,31
香巴拉藏餐,高升桥,西藏菜,7.2,成都,0
驼乡源蒙餐美食汇,光华,内蒙菜,7.3,成都,0
苗小坛酸汤鱼·捞饭,高新区,贵州菜|黔菜,7.433333333333334,成都,26
荆楚人家,新都区其他,湖北菜,6.833333333333333,成都,75
创业妹儿,文君街,贵州菜|黔菜,7.5,成都,29
贵州花溪牛羊肉米线,中坝/青羊万达,贵州菜|黔菜,7.5,成都,0
清真·舌尖丝路美食,北泉路,西北民间菜,6.8,成都,43
凉山喜德锅边炸洋芋,双流机场,福建菜,7.0,成都,0
弋味酸汤丝娃娃,天府新区,贵州菜|黔菜,7.400000000000001,成都,0
星辰贵州笋子鸡,九里堤,贵州菜|黔菜,6.8,成都,45
活水园,温江区其他,贵州菜|黔菜,7.400000000000001,成都,0
食兰坊·西北牛肉面,九眼桥,西北民间菜,7.266666666666667,成都,18
万象荟,高新区,贵州菜|黔菜,7.433333333333334,成都,0
清真兰州牛肉拉面,凤凰大街,西北民间菜,7.0,成都,0
阿吉卓姆藏餐吧,高升桥,西藏菜,6.900000000000001,成都,0
唐记青菜圆子,石羊场,贵州菜|黔菜,6.900000000000001,成都,0
大西北食府,红光,西北民间菜,6.6000000000000005,成都,0
丰味源西北特色菜牛肉面,新南门,西北民间菜,7.400000000000001,成都,22
红柳轩风味餐馆,温江大学城,贵州菜|黔菜,7.133333333333333,成都,41
康巴藏餐,武侯祠,西藏菜,7.099999999999999,成都,0
阿妈的厨房,武侯祠,西藏菜,7.066666666666666,成都,0
松赞藏餐,武侯祠,西藏菜,7.3,成都,42
宁夏海原田麻乃羊羔肉,新都物流基地,西北民间菜,6.900000000000001,成都,0
老妈烧菜馆,北较场,湖北菜,6.833333333333333,成都,25
仁沃岗格藏餐苑,武侯祠,西藏菜,7.066666666666666,成都,0
西域印象,高新区,西北民间菜,7.0,成都,0
三峡人家,李家沱,湖北菜,6.866666666666667,成都,37
味妙藏餐,高升桥,西藏菜,7.3,成都,0
吉祥藏餐吧,营门口,西藏菜,7.099999999999999,成都,0
